"Arv";"Latitude";"Longitude";"Rua";"Nº da casa";"Bairro";"Espécie";"Copa raio (m)";"Altura (m)";"Distância entre árvores (m)"
2789;578377,5305130;9117150,3125200;"Francisco Olavo";456;"Nossa Senhora da Conceição";"Ficus benjamim";0,04;4,00;160,0
2790;578371,2868800;9117152,7552300;"Francisco Olavo";446;"Nossa Senhora da Conceição";"Acácia";1,50;4,00;13,0
2791;578362,3869750;9117156,2517600;"Francisco Olavo";442;"Nossa Senhora da Conceição";"Mangueira";0,95;3,00;14,0
2792;578358,2952190;9117158,2252500;"Francisco Olavo";437;"Nossa Senhora da Conceição";"cassia";1,83;3,71;7,0
2793;578355,7856340;9117159,1412700;"Francisco Olavo";438;"Nossa Senhora da Conceição";"Limoeiro";0,50;2,60;8,0
2794;578350,7357080;9117161,2850600;"Francisco Olavo";434;"Nossa Senhora da Conceição";"Mangueira";2,15;5,00;10,0
2795;578330,4710490;9117169,2366400;"Francisco Olavo";410;"Nossa Senhora da Conceição";"Ficus benjamim";2,50;4,50;28,0
2796;578326,3805360;9117170,7938400;"Francisco Olavo";406;"Nossa Senhora da Conceição";"Nim indiano";2,65;2,90;9,0
2797;578299,7592920;9117181,3399800;"Francisco Olavo";366;"Nossa Senhora da Conceição";"Acácia";0,04;3,00;44,0
2798;578296,3746580;9117182,8598400;"Francisco Olavo";366;"Nossa Senhora da Conceição";"Olho-de-pombo";2,35;3,00;9,0
2799;577009,2287120;9116879,5532400;"Henrique de Melo";"36";"Nossa Senhora da Penha";"Ficus benjamim";0,75;2,50;39,0
2800;577019,8514240;9116922,7464500;"Henrique de Melo";"94";"Nossa Senhora da Penha";"Ficus benjamim";0,90;2,20;57,7
2801;577020,6293970;9116925,2230000;"Henrique de Melo";"98";"Nossa Senhora da Penha";"Ficus benjamim";1,83;3,71;0,0
2802;577026,5130370;9116950,0805500;"Henrique de Melo";"124";"Nossa Senhora da Penha";"Ficus benjamim";1,10;3,00;33,5
2803;577028,2266410;9116955,5971300;"Henrique de Melo";"130";"Nossa Senhora da Penha";"Nim indiano";1,65;3,20;7,8
2804;577030,9602440;9116965,9368300;"Henrique de Melo";"138";"Nossa Senhora da Penha";"Nim indiano";4,50;6,00;9,4
2805;577031,9699020;9116969,0958300;"Henrique de Melo";"138";"Nossa Senhora da Penha";"Nim indiano";1,83;3,71;3,9
2806;577036,6668480;9116987,5441400;"Henrique de Melo";"156";"Nossa Senhora da Penha";"Ficus benjamim";1,83;3,71;19,5
2807;577045,7966200;9117020,8119500;"Henrique de Melo";"184";"Nossa Senhora da Penha";"Ficus benjamim";1,95;3,20;26,5
2808;577046,6162230;9117022,7898500;"Henrique de Melo";"184";"Nossa Senhora da Penha";"Acácia";1,85;4,00;2,3
2809;577047,1328640;9117025,3390900;"Henrique de Melo";"184";"Nossa Senhora da Penha";"Ficus benjamim";2,10;3,80;3,9
2810;577062,6998200;9117084,6541700;"Henrique de Melo";"248";"Nossa Senhora da Penha";"Ficus benjamim";2,25;3,20;69,4
2811;577064,0500980;9117091,1356800;"Henrique de Melo";"256";"Nossa Senhora da Penha";"Ficus benjamim";2,50;4,50;9,4
2812;577065,3722610;9117096,5399600;"Henrique de Melo";"264";"Nossa Senhora da Penha";"Ficus benjamim";2,50;4,00;5,5
2813;577066,1725490;9117099,9530900;"Henrique de Melo";"264";"Nossa Senhora da Penha";"Ficus benjamim";1,83;3,71;3,1
2814;577021,1440000;9116968,1935600;"Henrique de Melo";"123";"Nossa Senhora da Penha";"Ficus benjamim";1,83;3,71;90,5
2815;576770,4884300;9116637,4877600;"Monsenhor Afonso Pequeno";"36";"Nossa Senhora da Penha";"Ficus benjamim";1,83;3,71;26,5
2816;576767,0294950;9116661,1298800;"Monsenhor Afonso Pequeno";"59";"Nossa Senhora da Penha";"Ficus benjamim";1,83;3,71;0,0
2817;577541,1741550;9117012,7478000;"Horácio de Andrade";"135";"Nossa Senhora da Penha";"Ficus benjamim";2,10;3,30;148,2
2818;577567,7750280;9117059,1122600;"Horácio de Andrade";"193";"Nossa Senhora da Penha";"Nim indiano";4,80;9,00;61,6
2819;577609,0387480;9117129,5648900;"Horácio de Andrade";"271";"Nossa Senhora da Penha";"Acácia";2,25;3,80;102,2
2820;577617,0043860;9117144,8371400;"Horácio de Andrade";"291";"Nossa Senhora da Penha";"Ficus benjamim";3,80;7,00;28,1
2821;577619,6102660;9117149,0019700;"Horácio de Andrade";"297";"Nossa Senhora da Penha";"Ficus benjamim";0,75;2,20;5,5
2822;577654,4046240;9117213,7211400;"Horácio de Andrade";"375";"Nossa Senhora da Penha";"Ficus benjamim";1,80;3,20;83,5
2823;577656,9774660;9117218,2099300;"Horácio de Andrade";"381";"Nossa Senhora da Penha";"Ficus benjamim";1,85;4,10;3,9
2824;577658,2305970;9117220,7006800;"Horácio de Andrade";"381";"Nossa Senhora da Penha";"Ficus benjamim";0,04;2,70;3,9
2825;577667,5889030;9117235,5456900;"Horácio de Andrade";"397";"Nossa Senhora da Penha";"Ficus benjamim";0,75;3,20;31,2
2826;577670,3504410;9117239,9814800;"Horácio de Andrade";"399";"Nossa Senhora da Penha";"Ficus benjamim";2,75;3,50;4,7
2827;577672,4752140;9117243,5834900;"Horácio de Andrade";"435";"Nossa Senhora da Penha";"Ficus benjamim";1,10;2,70;7,8
2828;577681,6169000;9117259,0776900;"Horácio de Andrade";"419";"Nossa Senhora da Penha";"Ficus benjamim";0,04;2,50;17,9
2829;577737,5006790;9117325,8322600;"Horácio de Andrade";"498";"Nossa Senhora da Penha";"Ficus benjamim";2,85;5,00;27,3
2830;577735,4895210;9117323,1909900;"Horácio de Andrade";"498";"Nossa Senhora da Penha";"Ficus benjamim";0,75;2,15;6,2
2831;577727,4635550;9117310,7767500;"Horácio de Andrade";"494";"Nossa Senhora da Penha";"Ficus benjamim";1,05;2,50;7,8
2832;577725,2544590;9117308,6911200;"Horácio de Andrade";"494";"Nossa Senhora da Penha";"Ficus benjamim";2,75;4,80;4,7
2833;577705,1901960;9117271,8269600;"Horácio de Andrade";"436";"Nossa Senhora da Penha";"Ficus benjamim";2,80;6,70;49,9
2834;577702,1535340;9117266,8423000;"Horácio de Andrade";"430";"Nossa Senhora da Penha";"Acácia";2,45;5,10;10,9
2835;577698,8824310;9117261,2596600;"Horácio de Andrade";"420";"Nossa Senhora da Penha";"Acácia";2,35;4,60;7,0
2836;577696,1132520;9117256,9923500;"Horácio de Andrade";"416";"Nossa Senhora da Penha";"Ficus benjamim";1,15;3,40;10,1
2837;577691,3825340;9117248,8868100;"Horácio de Andrade";"408";"Nossa Senhora da Penha";"Castanhola";2,45;6,00;9,4
2838;577689,2138930;9117244,7604800;"Horácio de Andrade";"404";"Nossa Senhora da Penha";"Castanhola";2,40;5,30;7,0
2839;577682,5955590;9117234,9309100;"Horácio de Andrade";"392";"Nossa Senhora da Penha";"Acácia";0,75;2,15;23,4
2840;577652,9454070;9117183,5646600;"Horácio de Andrade";"330";"Nossa Senhora da Penha";"Ficus benjamim";0,04;3,10;64,7
2841;577647,5232000;9117173,0938400;"Horácio de Andrade";"326";"Nossa Senhora da Penha";"Ficus benjamim";0,04;3,20;9,4
2842;577643,8945860;9117165,0354000;"Horácio de Andrade";"312";"Nossa Senhora da Penha";"Ficus benjamim";1,90;4,60;7,8
2843;577638,1396900;9117154,4559900;"Horácio de Andrade";"302";"Nossa Senhora da Penha";"Ficus benjamim";2,20;5,20;17,2
2844;577636,0566900;9117150,2060900;"Horácio de Andrade";"298";"Nossa Senhora da Penha";"Ficus benjamim";1,83;3,71;5,5
2845;577627,8831450;9117134,6607300;"Horácio de Andrade";"272";"Nossa Senhora da Penha";"Ficus benjamim";1,80;3,10;23,4
2846;577625,6530720;9117130,3070400;"Horácio de Andrade";"270";"Nossa Senhora da Penha";"Ficus benjamim";1,45;2,80;7,8
2847;577624,3005590;9117127,1218900;"Horácio de Andrade";"270";"Nossa Senhora da Penha";"Ficus benjamim";1,70;4,60;3,9
2848;577614,0707340;9117107,7340700;"Horácio de Andrade";"254";"Nossa Senhora da Penha";"Castanhola";2,25;3,20;24,2
2849;577601,3559210;9117085,3763100;"Horácio de Andrade";"422";"Nossa Senhora da Penha";"Nim indiano";2,65;5,00;25,7
2850;577597,0817100;9117077,1430200;"Horácio de Andrade";"214";"Nossa Senhora da Penha";"Ficus benjamim";1,00;2,50;15,6
2851;577590,0287650;9117066,3918100;"Horácio de Andrade";"202";"Nossa Senhora da Penha";"Ficus benjamim";0,04;3,00;13,3
2852;577589,0128410;9117064,3489100;"Horácio de Andrade";"202";"Nossa Senhora da Penha";"Ficus benjamim";0,04;3,00;3,9
2853;577587,6331760;9117062,2319900;"Horácio de Andrade";"198";"Nossa Senhora da Penha";"Nim indiano";1,80;5,10;3,9
2854;577585,2826100;9117058,7161200;"Horácio de Andrade";"194";"Nossa Senhora da Penha";"Nim indiano";0,55;1,80;6,2
2855;577582,2695340;9117053,9586600;"Horácio de Andrade";"188";"Nossa Senhora da Penha";"Ficus benjamim";0,04;3,20;5,5
2856;577580,1119170;9117049,7936200;"Horácio de Andrade";"184";"Nossa Senhora da Penha";"Ficus benjamim";2,00;4,10;5,5
2857;577577,1845860;9117045,6291900;"Horácio de Andrade";"180";"Nossa Senhora da Penha";"Ficus benjamim";0,04;2,80;3,9
